age,primary_streaming_service,hours_per_day,while_working,instrumentalist,composer,fav_genre,exploratory,foreign_languages,bpm,frequency_classical,frequency_country,frequency_edm,frequency_folk,frequency_gospel,frequency_hip_hop,frequency_jazz,frequency_k_pop,frequency_latin,frequency_lofi,frequency_metal,frequency_pop,frequency_rb,frequency_rap,frequency_rock,frequency_video_game_music,anxiety,depression,insomnia,ocd,music_effects,high_anxiety
60.0,YouTube Music,2.0,1,0,0,Rock,0,1,132.0,2,2,0,2,1,0,1,0,1,0,1,2,2,1,3,1,4.0,4.0,2.0,0.0,Improve,0
15.0,Spotify,2.0,1,1,1,Pop,1,0,102.0,1,1,2,0,2,1,2,2,0,0,0,3,2,0,2,3,9.0,8.0,10.0,9.0,Improve,1
18.0,YouTube Music,6.0,1,0,0,EDM,1,1,91.0,3,1,3,1,2,3,2,0,2,3,2,3,3,3,2,3,5.0,5.0,7.0,0.0,Improve,0
58.0,Other streaming service,3.0,1,0,0,Hip hop,1,1,127.0,2,0,2,1,2,3,3,0,2,3,0,1,3,2,2,0,4.0,6.0,8.0,1.0,Improve,0
28.0,Other streaming service,1.0,1,0,0,Lofi,1,1,82.0,2,1,1,1,1,2,2,1,2,3,1,2,2,1,2,2,4.0,8.0,5.0,0.0,Improve,0
22.0,Spotify,4.0,1,1,0,Lofi,1,0,141.0,1,1,0,2,0,1,2,0,0,3,1,2,1,1,3,0,9.0,10.0,6.0,7.0,Improve,1
49.0,YouTube Music,0.5,0,0,0,Classical,0,0,114.0,3,2,1,2,3,2,2,1,1,0,1,2,2,2,1,1,3.0,2.0,2.0,2.0,Improve,0
20.0,YouTube Music,8.0,1,0,0,Rock,1,1,148.0,0,1,1,2,0,0,1,0,0,1,2,1,2,0,3,2,6.0,2.0,2.0,1.0,Improve,0
55.0,YouTube Music,15.0,1,0,0,Rock,0,0,156.0,1,0,0,3,0,0,2,0,1,0,0,1,0,0,3,0,2.0,0.0,3.0,0.0,No effect,0
48.0,Spotify,1.5,1,1,0,Metal,0,0,185.0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,1,10.0,8.0,0.0,4.0,Improve,1
14.0,Spotify,2.0,1,1,0,K pop,1,1,114.0,2,0,1,0,0,2,2,3,0,2,0,1,1,1,0,1,4.0,4.0,2.0,2.0,Improve,0
18.0,Spotify,3.0,1,1,0,Pop,1,1,120.0,2,0,2,1,0,3,2,3,3,2,1,3,3,3,2,2,7.0,8.0,6.0,2.0,Improve,1
25.0,Spotify,1.0,1,0,0,Pop,1,1,80.0,3,1,1,1,0,2,2,0,0,1,3,3,1,2,2,2,7.0,6.0,5.0,5.0,Improve,1
71.0,I do not use a streaming service.,0.25,1,0,0,Gospel,0,1,120.0,2,1,0,1,2,0,0,0,2,0,0,1,1,0,1,0,1.0,0.0,0.0,0.0,Improve,0
60.0,YouTube Music,1.0,0,1,1,Gospel,0,0,120.0,2,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,6.0,2.0,8.0,0.0,Improve,0
18.0,I do not use a streaming service.,1.0,1,0,1,Video game music,0,0,116.0,1,1,2,2,0,1,2,0,0,0,2,0,1,2,2,3,4.0,5.0,7.0,0.0,No effect,0
19.0,Spotify,5.0,1,0,0,Hip hop,0,1,99.0,1,3,2,1,1,3,0,1,3,0,1,2,2,3,1,2,10.0,7.0,0.0,0.0,Improve,1
74.0,I do not use a streaming service.,1.0,0,0,0,Pop,0,0,129.0,1,3,0,2,2,0,1,0,2,0,0,3,2,0,2,0,4.0,2.0,1.0,0.0,Improve,0
36.0,Pandora,1.0,1,0,0,Hip hop,0,0,131.0,2,0,0,0,0,3,0,0,0,0,0,3,2,2,2,0,7.0,6.0,2.0,3.0,Improve,1
14.0,Spotify,7.0,1,0,0,Lofi,1,1,95.0,0,0,0,0,0,2,0,0,0,3,0,3,0,2,0,1,3.0,2.0,8.0,0.0,Improve,0
20.0,Spotify,3.0,0,1,1,Hip hop,1,1,80.0,3,1,1,2,0,3,2,0,2,1,1,2,2,3,3,1,10.0,7.0,4.0,3.0,Improve,1
15.0,Spotify,3.0,1,0,0,K pop,1,1,204.0,1,0,1,0,0,3,2,3,0,0,0,1,2,3,2,3,4.0,0.0,0.0,0.0,No effect,0
19.0,I do not use a streaming service.,7.0,1,0,0,Rock,0,0,128.0,2,1,0,1,0,0,2,0,0,0,1,0,0,0,3,2,7.0,7.0,0.0,0.0,Improve,1
29.0,Spotify,8.0,1,0,0,EDM,0,1,140.0,1,2,3,2,0,2,1,0,0,1,2,0,0,3,3,3,6.0,7.0,4.0,1.0,Improve,0
24.0,Spotify,2.0,1,0,0,Metal,1,0,159.0,0,1,3,2,3,0,0,0,0,1,3,1,0,0,2,1,7.0,6.0,2.0,7.0,Improve,1
18.0,Apple Music,2.0,1,0,0,Pop,1,1,104.0,1,1,1,1,1,3,1,1,2,1,2,3,3,3,3,0,6.0,5.0,8.0,0.0,Improve,0
21.0,Spotify,2.0,1,0,0,Rock,1,1,97.0,2,0,0,2,0,1,1,1,0,1,0,3,1,1,3,1,10.0,10.0,2.0,3.0,Improve,1
19.0,Spotify,2.0,1,0,0,K pop,1,1,80.0,1,0,1,0,0,2,2,3,0,2,0,2,3,1,2,2,7.0,6.0,5.0,1.0,Improve,1
25.0,Spotify,4.0,0,0,0,Video game music,1,1,134.0,2,0,0,1,1,0,0,1,3,0,0,3,2,0,0,3,3.0,0.0,0.0,0.0,Improve,0
28.0,Spotify,8.0,1,0,0,Rock,1,1,120.0,1,1,1,2,1,2,2,1,1,3,1,3,2,2,3,2,8.0,2.0,1.0,0.0,No effect,1
27.0,Other streaming service,4.0,1,0,0,Rap,1,0,135.0,1,0,0,0,0,2,1,2,0,2,0,1,0,3,1,1,7.0,6.0,6.0,5.0,Improve,1
60.0,Spotify,1.0,0,0,0,Rock,1,0,129.0,2,1,0,2,0,0,2,0,0,0,0,1,1,0,2,0,3.0,2.0,5.0,0.0,No effect,0
25.0,YouTube Music,5.0,0,0,0,Metal,0,1,120.0,1,1,0,1,0,0,0,0,0,0,3,2,0,0,2,1,8.0,2.0,1.0,0.0,Improve,1
60.0,Other streaming service,2.0,1,0,0,Rock,0,0,120.0,1,2,0,0,0,0,0,0,0,0,2,1,2,0,3,0,7.0,7.0,2.0,4.0,Improve,1
43.0,Other streaming service,1.0,0,0,0,Country,0,0,110.0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,1,0,5.0,1.0,1.0,1.0,Improve,0
51.0,I do not use a streaming service.,5.0,1,0,0,Rock,0,0,180.0,2,1,0,2,0,0,1,0,0,0,2,1,1,0,3,1,1.0,2.0,1.0,0.0,No effect,0
63.0,YouTube Music,8.0,1,0,0,Rock,1,0,70.0,2,2,1,1,0,0,1,0,1,1,0,2,1,0,2,0,2.0,1.0,2.0,2.0,Improve,0
64.0,YouTube Music,2.0,1,0,0,Classical,0,0,120.0,3,0,1,3,0,1,1,0,1,1,0,3,1,0,1,0,5.0,2.0,4.0,0.0,Improve,0
22.0,Spotify,2.0,1,0,0,Pop,0,0,120.0,2,1,2,2,1,2,0,1,0,3,1,3,1,2,2,1,7.0,2.0,1.0,0.0,Improve,1
24.0,YouTube Music,1.0,1,0,0,Folk,0,1,103.0,2,0,3,3,1,2,2,1,1,3,1,2,1,2,3,3,10.0,10.0,7.0,8.0,Improve,1
19.0,Spotify,8.0,1,0,0,Pop,1,1,99.0,1,2,2,3,0,3,0,3,2,1,1,3,2,3,3,1,7.0,2.0,1.0,6.0,Improve,1
56.0,Apple Music,8.0,1,0,0,Pop,1,0,117.0,2,1,1,2,0,2,2,1,1,1,2,2,2,2,2,0,6.0,4.0,1.0,0.0,Improve,0
20.0,Spotify,1.0,0,0,0,EDM,1,0,102.0,1,0,3,0,0,2,0,1,1,3,1,3,0,0,0,0,5.0,9.0,6.0,1.0,Improve,0
19.0,I do not use a streaming service.,1.0,1,1,0,Video game music,0,0,127.0,3,0,0,1,1,2,2,1,1,3,0,2,2,1,1,3,7.0,5.0,7.0,0.0,Improve,1
20.0,Spotify,8.0,1,0,0,Jazz,1,1,93.0,1,2,1,3,0,2,3,1,2,3,0,2,1,2,2,1,7.0,6.0,7.0,4.0,Improve,1
60.0,Spotify,2.0,1,0,0,Rock,0,0,120.0,1,1,0,1,1,0,1,0,0,0,1,2,2,0,3,0,0.0,0.0,0.0,0.0,Improve,0
65.0,Apple Music,6.0,1,0,0,R&B,0,1,146.0,1,1,0,1,1,1,1,1,2,0,0,2,3,0,2,0,3.0,5.0,0.0,2.0,No effect,0
28.0,Spotify,3.0,0,1,1,Metal,1,1,0.0,3,0,1,2,1,1,3,1,2,3,3,1,2,0,3,3,8.0,8.0,5.0,2.0,Improve,1
18.0,I do not use a streaming service.,4.0,1,1,0,EDM,0,1,150.0,3,0,3,0,0,0,1,0,0,1,0,2,0,1,1,2,8.0,7.0,10.0,6.0,Improve,1
42.0,Spotify,2.0,1,0,0,Rock,0,1,85.0,1,0,0,0,0,1,0,0,0,0,0,2,1,1,2,1,2.0,4.0,5.0,2.0,Improve,0
80.0,I do not use a streaming service.,3.0,1,1,0,Classical,0,0,122.0,3,1,0,1,0,0,1,1,0,1,1,2,0,0,0,2,7.0,3.0,9.0,2.0,Improve,1
22.0,I do not use a streaming service.,4.0,0,0,1,Pop,1,0,120.0,1,2,3,2,0,1,0,0,0,0,1,3,3,1,2,0,8.0,7.0,4.0,4.0,Improve,1
56.0,Other streaming service,2.0,0,0,0,Jazz,1,1,120.0,2,0,2,2,1,0,3,0,1,1,1,2,1,0,2,1,0.0,0.0,0.0,5.0,No effect,0
20.0,YouTube Music,1.0,1,0,0,Pop,0,1,120.0,0,0,2,0,0,1,2,3,1,1,0,3,2,1,1,0,8.0,6.0,9.0,8.0,Improve,1
15.0,Spotify,1.0,1,0,0,Video game music,1,1,150.0,0,1,2,0,0,2,1,0,0,3,2,2,1,1,3,3,4.0,2.0,3.0,2.0,Improve,0
67.0,I do not use a streaming service.,1.0,0,0,0,Rock,0,0,120.0,2,2,0,2,2,2,2,0,2,0,2,2,2,2,2,0,3.0,2.0,2.0,2.0,Improve,0
57.0,Spotify,2.0,1,1,0,Gospel,0,0,174.0,2,0,0,1,3,0,2,0,1,0,0,2,2,0,1,0,6.0,4.0,10.0,0.0,Improve,0
22.0,Apple Music,7.0,1,0,0,Pop,1,1,112.0,0,0,2,1,0,3,0,3,2,0,0,3,3,3,2,1,8.0,8.0,10.0,0.0,Improve,1
17.0,Spotify,5.0,1,0,0,Pop,1,1,180.0,0,0,2,0,0,2,0,3,1,1,0,3,3,2,1,1,5.0,5.0,5.0,5.0,Improve,0
19.0,Spotify,3.0,1,0,0,Rock,0,0,121.0,0,3,0,1,2,0,0,0,0,0,1,3,0,2,3,2,10.0,8.0,6.0,2.0,No effect,1
50.0,I do not use a streaming service.,1.0,0,0,0,Rock,0,0,98.0,2,2,0,0,0,3,2,1,1,0,1,3,2,2,3,0,0.0,0.0,7.0,0.0,Improve,0
24.0,Spotify,6.0,1,1,1,Rock,1,1,118.0,0,1,2,3,0,1,1,2,0,1,3,2,0,1,3,2,8.0,8.0,10.0,0.0,Improve,1
67.0,Apple Music,2.0,0,0,0,Rock,1,0,120.0,2,0,0,0,0,1,0,0,0,0,2,2,0,0,2,0,8.0,2.0,0.0,0.0,No effect,1
18.0,Other streaming service,3.0,1,1,1,Metal,1,0,135.0,2,2,0,1,1,1,0,0,0,0,3,0,1,1,1,0,7.0,8.0,4.0,10.0,Improve,1
20.0,Spotify,1.5,1,0,0,Country,0,0,120.0,1,3,2,0,0,2,2,2,1,0,0,2,0,2,2,0,0.0,2.0,0.0,1.0,Improve,0
15.0,Spotify,4.0,1,1,0,Pop,1,0,105.0,0,1,0,0,2,1,1,1,1,2,1,3,2,2,3,2,3.0,5.0,4.0,0.0,Improve,0
17.0,Spotify,2.0,1,1,0,Pop,1,1,122.0,1,0,0,1,0,2,0,3,1,0,0,3,0,2,0,0,5.0,2.0,3.0,1.0,Improve,0
32.0,YouTube Music,2.0,1,0,0,Folk,1,0,120.0,0,0,2,2,0,2,2,0,1,2,0,2,2,2,2,2,6.0,1.0,0.0,0.0,Improve,0
18.0,Spotify,2.0,0,0,0,Rap,1,1,136.0,1,0,0,0,0,3,1,0,0,0,1,2,1,3,1,3,6.0,3.0,4.0,2.0,Improve,0
18.0,Spotify,1.0,1,1,1,Rock,1,0,165.0,2,0,2,0,0,1,1,0,0,1,3,2,0,1,3,1,5.0,6.0,8.0,2.0,Improve,0
18.0,Spotify,3.0,1,0,0,K pop,1,1,130.0,2,0,0,0,0,2,0,3,0,1,0,2,3,1,2,1,8.0,4.0,7.0,5.0,Improve,1
19.0,Spotify,3.0,1,0,0,Pop,1,0,120.0,0,0,3,0,0,3,1,1,1,1,1,3,2,3,1,2,1.0,1.0,2.0,3.0,Improve,0
18.0,Spotify,2.0,0,1,0,Rock,1,0,115.0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,3,0,8.0,3.0,1.0,3.0,Improve,1
17.0,Other streaming service,6.0,1,0,1,Rap,1,0,140.0,1,0,1,0,2,3,2,0,0,2,0,2,2,3,1,0,3.0,3.0,0.0,0.0,Improve,0
34.0,Spotify,3.0,1,0,0,Classical,0,1,95.0,3,0,0,0,0,0,1,0,0,1,2,1,0,0,2,2,0.0,0.0,0.0,0.0,No effect,0
18.0,YouTube Music,3.0,1,0,0,Pop,0,0,150.0,1,1,2,1,0,3,1,1,0,1,1,3,1,3,1,2,5.0,4.0,2.0,0.0,No effect,0
18.0,Spotify,2.0,1,0,0,R&B,1,0,97.0,0,0,0,0,2,3,1,0,1,1,0,2,3,3,1,0,2.0,4.0,0.0,0.0,Improve,0
22.0,I do not use a streaming service.,2.0,1,0,0,Video game music,0,0,120.0,2,1,1,0,3,1,2,1,1,1,0,1,0,0,0,3,4.0,6.0,0.0,2.0,Improve,0
18.0,Spotify,2.0,1,0,1,Pop,1,0,120.0,2,1,2,0,0,1,2,1,0,2,0,3,1,0,2,2,5.0,7.0,2.0,0.0,Improve,0
19.0,Spotify,3.0,1,0,0,Rock,1,1,122.0,2,1,1,2,1,2,1,1,1,1,1,2,1,2,3,0,4.0,0.0,7.0,0.0,No effect,0
25.0,I do not use a streaming service.,4.0,1,0,0,Pop,1,1,150.0,1,0,2,0,0,3,0,1,1,1,2,3,1,3,3,1,10.0,8.0,6.0,2.0,No effect,1
17.0,Spotify,2.0,1,1,1,R&B,1,0,120.0,3,1,0,1,1,1,2,2,1,2,1,3,3,1,2,0,3.0,3.0,1.0,0.0,Improve,0
25.0,Spotify,5.0,1,1,0,Rock,1,0,125.0,2,2,1,0,0,2,0,1,0,1,2,2,0,2,3,2,8.0,7.0,2.0,1.0,Improve,1
18.0,Spotify,2.0,1,0,0,R&B,0,0,96.0,2,1,0,0,0,2,1,0,0,3,1,3,3,2,3,1,3.0,3.0,0.0,3.0,Improve,0
21.0,Spotify,1.0,1,0,0,K pop,1,1,120.0,1,1,2,1,0,3,1,3,1,1,2,3,2,2,3,1,4.0,5.0,2.0,5.0,Improve,0
24.0,Spotify,7.0,1,0,0,Folk,1,1,137.0,2,1,1,3,0,1,1,0,1,2,1,3,1,1,3,3,10.0,10.0,8.0,10.0,Improve,1
16.0,Spotify,3.0,1,1,0,K pop,0,1,174.0,1,0,2,0,0,1,2,3,2,2,0,3,1,2,0,0,10.0,2.0,7.0,8.0,Improve,1
18.0,Spotify,3.0,0,1,1,Metal,1,0,210.0,0,0,0,1,0,2,3,0,1,0,3,1,2,2,2,1,9.0,6.0,8.0,5.0,Improve,1
18.0,Spotify,4.0,1,0,0,R&B,1,1,129.0,1,1,1,0,0,3,2,0,0,1,0,3,3,3,3,1,6.0,4.0,1.0,6.0,Improve,0
16.0,Spotify,3.0,1,0,0,Pop,1,0,112.0,3,0,0,0,0,1,1,0,0,0,0,3,3,0,2,0,3.0,4.0,6.0,8.0,Improve,0
68.0,Pandora,1.0,1,0,0,Gospel,0,0,8.0,3,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,10.0,10.0,10.0,0.0,Improve,1
16.0,Spotify,7.0,1,0,0,Video game music,1,0,999999999.0,0,1,2,1,0,1,1,0,0,0,3,2,0,3,1,2,4.0,8.0,8.0,4.0,No effect,0
21.0,Spotify,1.0,0,0,0,R&B,1,1,81.0,0,0,0,0,1,3,0,0,0,0,0,3,3,2,0,0,3.0,0.0,0.0,0.0,Improve,0
53.0,Pandora,4.0,1,0,0,R&B,1,1,153.0,1,2,1,1,1,3,1,2,1,0,2,1,2,2,2,1,1.0,0.0,0.0,0.0,Improve,0
29.0,Spotify,4.0,1,0,0,Classical,1,0,120.0,3,0,3,0,0,0,2,0,1,1,0,2,0,0,1,1,5.0,6.0,7.0,7.0,No effect,0
18.0,Spotify,3.0,1,0,0,Video game music,1,1,89.0,2,0,0,0,0,0,2,1,0,3,0,1,2,0,0,3,7.0,0.0,3.0,1.0,No effect,1
29.0,Spotify,2.0,1,0,0,Pop,0,0,120.0,0,0,1,1,0,3,0,0,0,2,1,3,0,3,0,3,10.0,8.0,8.0,9.0,Improve,1
18.0,Spotify,4.0,1,1,0,R&B,1,1,169.0,1,2,3,0,1,3,1,2,2,2,1,2,3,2,1,2,3.0,0.0,3.0,4.0,Improve,0
22.0,Spotify,5.0,1,0,0,EDM,1,1,138.0,0,0,3,0,0,3,0,0,0,3,0,3,3,3,3,2,1.0,0.0,0.0,1.0,No effect,0
19.0,Other streaming service,6.0,1,0,0,Pop,0,0,124.0,2,1,1,1,3,2,1,2,3,1,1,3,2,2,2,2,6.0,6.0,0.0,0.0,Improve,0
13.0,YouTube Music,1.0,1,0,0,Video game music,1,0,120.0,0,0,2,0,0,1,2,0,0,2,1,1,1,0,2,3,4.0,3.0,4.0,0.0,Improve,0
26.0,I do not use a streaming service.,1.0,0,0,0,Pop,0,0,192.0,0,1,2,2,0,1,1,2,2,3,0,3,1,1,2,0,6.0,4.0,0.0,0.0,Improve,0
14.0,Spotify,3.0,1,0,0,Rock,1,0,76.0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,3,2,2.0,6.0,3.0,0.0,Worsen,0
27.0,Spotify,1.0,1,0,0,Pop,1,1,119.0,1,1,1,0,1,2,1,3,0,2,0,3,2,2,2,3,8.0,3.0,3.0,3.0,Improve,1
26.0,Spotify,8.0,0,0,0,Rock,0,1,172.0,0,2,2,3,0,3,1,3,0,0,2,2,3,3,3,3,8.0,10.0,7.0,3.0,No effect,1
59.0,Other streaming service,1.0,0,1,0,Rock,0,0,79.0,1,0,0,1,2,0,1,0,1,0,0,1,1,0,3,0,1.0,0.0,0.0,1.0,Improve,0
30.0,Spotify,8.0,1,1,1,Rock,1,0,112.0,2,2,0,1,0,2,2,0,2,2,1,2,2,2,3,0,8.0,6.0,6.0,8.0,Improve,1
27.0,Spotify,1.0,1,0,0,Pop,1,1,130.0,0,1,2,0,0,2,0,1,2,0,0,3,2,2,2,0,6.0,3.0,1.0,7.0,Improve,0
18.0,Apple Music,1.0,0,1,0,Rap,1,1,116.0,1,0,0,0,0,2,0,0,1,2,0,2,0,3,0,2,2.0,0.0,3.0,0.0,Improve,0
23.0,I do not use a streaming service.,10.0,1,1,1,Metal,0,1,165.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0.0,0.0,0.0,0.0,No effect,0
18.0,Spotify,10.0,1,1,1,Rock,1,0,110.0,2,2,2,2,1,2,2,2,1,1,3,3,2,2,3,0,10.0,10.0,6.0,6.0,Improve,1
40.0,Spotify,5.0,1,0,0,Rock,1,1,174.0,2,2,2,2,0,3,1,1,2,1,2,3,2,3,3,1,3.0,0.0,0.0,1.0,Improve,0
24.0,Spotify,10.0,1,0,0,Rock,1,1,180.0,2,0,0,1,0,0,0,0,0,1,2,2,0,0,3,2,7.0,9.0,10.0,0.0,Improve,1
23.0,Spotify,2.0,1,1,0,Classical,1,1,171.0,3,0,1,1,0,0,2,0,1,2,0,3,1,0,3,0,8.0,7.0,6.0,2.0,Improve,1
56.0,Other streaming service,6.0,1,0,0,R&B,0,0,120.0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,2.0,0.0,10.0,10.0,Improve,0
29.0,Other streaming service,2.0,1,0,0,R&B,1,0,70.0,1,0,3,0,0,3,1,1,2,2,0,3,3,1,0,2,10.0,7.0,9.0,3.0,No effect,1
16.0,Other streaming service,3.0,1,0,0,Pop,0,1,120.0,0,0,0,0,0,3,0,3,0,0,0,3,2,0,0,0,6.0,0.0,0.0,0.0,Improve,0
18.0,Spotify,8.0,1,1,1,Gospel,1,1,56.0,1,0,1,0,3,2,2,0,2,3,0,2,3,2,0,2,3.0,0.0,2.0,2.0,Improve,0
21.0,Spotify,8.0,1,0,0,Lofi,1,1,162.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6.0,5.0,9.0,8.0,Improve,0
32.0,Spotify,8.0,1,0,0,Rock,1,0,101.0,0,0,0,1,0,2,0,0,0,0,2,1,1,2,3,2,7.0,6.0,5.0,8.0,Improve,1
22.0,YouTube Music,8.0,1,1,0,Metal,1,0,110.0,2,0,2,1,1,1,2,0,0,0,3,1,1,0,3,3,10.0,7.0,8.0,6.0,Improve,1
17.0,Spotify,12.0,1,1,0,Latin,1,0,172.0,3,0,1,1,2,3,0,1,3,1,2,1,0,3,3,2,0.0,3.0,9.0,5.0,No effect,0
18.0,Spotify,6.0,1,0,0,EDM,1,1,90.0,1,0,3,0,0,2,1,3,3,3,0,3,3,3,1,2,0.0,2.0,1.0,5.0,Improve,0
18.0,Spotify,4.0,1,1,0,R&B,0,1,135.0,2,1,2,0,2,2,0,3,3,1,0,2,3,3,0,1,2.0,0.0,0.0,0.0,No effect,0
24.0,Spotify,8.0,1,0,0,Jazz,1,0,81.0,3,0,1,0,0,3,3,0,1,3,0,1,2,2,3,1,2.0,2.0,4.0,0.0,No effect,0
21.0,Spotify,2.0,0,0,0,Pop,0,0,170.0,1,0,0,0,1,2,0,0,0,2,2,3,2,2,3,2,5.0,6.0,3.0,4.0,No effect,0
46.0,I do not use a streaming service.,1.0,0,0,0,Rock,0,0,120.0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0.0,0.0,1.0,0.0,No effect,0
18.0,Spotify,2.0,1,1,0,Hip hop,1,0,90.0,0,0,0,0,2,3,0,0,0,2,0,2,3,3,0,0,5.0,4.0,3.0,7.0,Improve,0
16.0,Spotify,3.0,1,1,0,K pop,1,1,115.0,1,0,1,0,0,3,3,3,0,2,0,3,3,3,3,2,2.0,7.0,0.0,0.0,Improve,0
21.0,Spotify,1.0,1,0,0,Video game music,1,1,120.0,3,3,1,2,1,2,2,0,0,3,1,2,0,2,2,3,0.0,6.0,0.0,4.0,Improve,0
19.0,I do not use a streaming service.,0.0,0,0,0,Classical,1,1,120.0,3,1,2,1,1,2,1,1,1,1,0,1,1,1,1,1,0.0,0.0,0.0,0.0,Improve,0
20.0,Spotify,2.0,1,1,1,Rap,1,1,120.0,2,0,1,0,0,2,2,0,0,1,0,2,2,3,2,2,7.0,5.0,1.0,3.0,Improve,1
21.0,Other streaming service,0.1,1,1,0,Folk,0,1,120.0,2,0,0,3,2,1,0,0,0,0,0,1,0,1,2,0,7.0,5.0,3.0,1.0,No effect,1
56.0,I do not use a streaming service.,2.0,1,0,0,Rock,0,1,220.0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,3.0,3.0,1.0,8.0,No effect,0
21.0,Spotify,12.0,1,0,0,Rock,1,1,160.0,2,1,3,1,1,2,2,1,0,2,3,2,1,2,3,1,7.0,10.0,4.0,7.0,Worsen,1
20.0,Spotify,1.0,1,0,0,Pop,1,0,121.0,1,0,0,3,0,1,1,1,0,2,1,3,1,1,3,0,3.0,2.0,3.0,0.0,Improve,0
21.0,Apple Music,1.0,1,0,0,Rock,0,0,105.0,2,0,1,0,0,1,1,0,0,0,1,2,0,0,3,1,5.0,1.0,1.0,9.0,Improve,0
25.0,Spotify,3.0,1,0,0,Rock,0,0,110.0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,3,2,8.0,9.0,4.0,10.0,Improve,1
33.0,Spotify,2.0,1,0,0,Metal,1,1,134.0,1,0,0,2,0,2,1,0,0,0,3,2,2,2,3,2,4.0,8.0,0.0,0.0,Improve,0
20.0,Spotify,2.0,1,0,0,Rock,1,1,148.0,1,1,1,1,0,2,2,1,2,2,3,3,2,2,3,1,7.0,9.0,7.0,0.0,Improve,1
17.0,Spotify,3.0,1,1,0,Rock,1,0,120.0,2,2,2,0,0,0,0,1,0,1,3,3,0,1,3,0,1.0,5.0,6.0,4.0,No effect,0
24.0,YouTube Music,1.0,0,0,0,Jazz,1,1,122.0,1,0,2,1,0,0,2,1,0,1,1,2,1,0,2,3,3.0,2.0,1.0,0.0,No effect,0
26.0,Spotify,3.0,1,1,1,Jazz,1,1,90.0,1,1,1,1,0,2,3,0,2,1,3,1,2,1,3,1,6.0,8.0,0.0,0.0,Improve,0
17.0,YouTube Music,3.0,1,0,0,Rock,0,0,122.0,1,1,0,1,0,1,1,0,0,1,3,2,0,2,3,3,6.0,3.0,6.0,0.0,Improve,0
16.0,Spotify,5.0,1,1,1,Metal,1,1,129.0,2,0,0,1,0,1,2,0,0,1,3,2,0,2,3,2,7.0,4.0,8.0,0.0,Improve,1
27.0,Spotify,8.0,1,0,0,Metal,1,0,132.0,0,0,1,0,0,2,0,0,0,0,3,3,3,1,2,0,2.0,6.0,9.0,1.0,No effect,0
28.0,Spotify,4.0,1,0,0,Hip hop,1,1,178.0,1,2,2,1,0,3,0,0,3,2,1,3,1,3,2,1,8.0,5.0,3.0,8.0,Improve,1
48.0,I do not use a streaming service.,5.0,1,0,1,Rock,1,1,120.0,3,2,2,3,0,2,1,0,1,0,1,1,1,1,3,1,3.0,3.0,0.0,0.0,Improve,0
19.0,Spotify,3.0,1,0,0,Rap,0,1,115.0,0,0,1,1,0,2,0,1,0,3,2,3,2,3,2,2,7.0,5.0,3.0,3.0,Improve,1
21.0,YouTube Music,4.0,1,0,0,Rock,1,1,137.0,2,3,1,3,0,2,0,0,0,1,2,3,2,2,3,1,4.0,8.0,2.0,3.0,Improve,0
21.0,I do not use a streaming service.,1.0,1,1,0,Classical,0,0,92.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,0.0,5.0,Improve,0
15.0,Spotify,4.0,1,0,0,Metal,1,1,140.0,1,0,2,1,0,1,0,1,0,0,3,2,2,2,3,1,10.0,7.0,3.0,2.0,Improve,1
20.0,Spotify,1.0,0,0,0,Rock,1,1,130.0,2,2,1,3,1,1,3,0,0,0,0,3,1,1,3,0,10.0,4.0,8.0,0.0,Improve,1
21.0,YouTube Music,2.0,1,1,0,Video game music,0,1,120.0,2,0,1,2,1,0,1,0,2,2,1,3,2,0,3,3,2.0,2.0,0.0,0.0,Improve,0
22.0,Spotify,6.0,1,0,0,Folk,1,0,63.0,0,1,2,3,0,1,1,0,2,2,0,1,1,1,3,2,8.0,7.0,7.0,3.0,Improve,1
22.0,Spotify,2.0,0,0,0,Rock,0,0,119.0,1,0,0,0,0,1,1,1,0,0,3,3,0,0,3,2,10.0,5.0,2.0,8.0,Improve,1
31.0,Spotify,1.0,1,0,0,Rock,1,0,120.0,3,1,2,1,0,1,1,1,1,2,2,2,0,3,3,3,9.0,10.0,10.0,6.0,No effect,1
20.0,YouTube Music,4.0,1,1,0,Metal,1,0,180.0,1,2,0,0,0,0,1,0,0,0,3,0,0,0,3,2,5.0,2.0,1.0,6.0,Improve,0
49.0,I do not use a streaming service.,8.0,1,1,1,Classical,0,0,68.0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,4.0,8.0,9.0,1.0,Improve,0
